EIN,name,mission
990315288,OAHU HOUSE INC,PROVIDE AFFORDABLE RENTAL HOUSING FOR PERSONS WITH SERIOUS MENTAL ILLNESSES.
381359251,DETROIT COUNTRY DAY SCHOOL,"DETROIT COUNTRY DAY SCHOOL OFFERS STUDENTS FROM PRE-SCHOOL THROUGH HIGH SCHOOL AN EXEMPLARY EDUCATION ROOTED IN ACADEMIC VIGOR AND A COMMITMENT TO THE FULL DEVELOPMENT OF EACH STUDENT'S POTENTIAL. DETROIT COUNTRY DAY SCHOOL PROVIDES A SUPERIOR COLLEGE PREPARATORY, LIBERAL ARTS EDUCATIONAL OPPORTUNITY TO YOUNG PEOPLE OF CULTURAL AND INTELLECTUAL DIVERSITY. WITHIN A DIGNIFIED AND SUPPORTIVE SETTING, THE SCHOOL FACILITATES A SPIRIT OF ACHIEVEMENT AND PROMOTES THE ACADEMIC, ARTISTIC, ETHICAL, CHARACTER, PHYSICAL AND LEADERSHIP DEVELOPMENT OF ALL STUDENTS SO THAT THEY CAN PURSUE EXCELLENCE IN THEIR LIVES AND CAREERS, AND PLAY EFFECTIVE ROLES IN THEIR FAMILIES AND COMMUNITIES."
421217091,Lucas County Area Agency on Aging Inc,"Provide a congregate meal site for serving 1 hot meal per day, 5 days a week. Provide a transit bus for the elderly for local transportation in Lucas County, IA. Provide office space for various agencies which provide medical, mental health, and other various services to the elderly in Lucas County, IA."
264677662,LEEWARD KOKUA HOUSING INC,PROVIDE AFFORDABLE RENTAL HOUSING FOR PERSONS WITH SERIOUS MENTAL ILLNESSES.
870956220,Edwell Inc,"Ensure every teacher has the knowledge, skills, and resources to meet the mental health needs of their students and themselves-- the two pieces of the school climate puzzle. We believe that to teach the whole student, you also need to support the whole teacher."
300201382,BAYLOR YOUTH FOUNDATION,"BAYLOR YOUTH FOUNDATION'S MISSION IS TO PROVIDE EDUCATIONAL, MENTORING, SCHOLARSHIPS, AND ENRICHMENT PROGRAMS FOR ELEMENTARY, MIDDLE SCHOOL, HIGH SCHOOL YOUTH, AND COLLEGE STUDENTS. BAYLOR YOUTH FOUNDATION PROVIDES A SAFE AND ENGAGING ENVIRONMENT WHERE AT-RISK URBAN YOUTH ARE ENCOURAGED TO DEVELOP THEIR FULL POTENTIAL. WE EMPOWER YOUTH TO REALIZE THEIR FULL POTENTIAL AND TO INSTILL A SENSE OF HOPE IN THEIR FUTURE THROUGH PARTICIPATION IN EXTRACURRICULAR ACTIVITIES & PROGRAMMING."
752623331,Colleyville Covenant Christian,The mission is to provide a biblically based classical college preparatory education that inspires a passion for excellence a heart of grace and the character of Christ.
953929755,WINNERS FOUNDATION,"Winners Foundation is a non-profit organization established to provide information, support and referral services for employees and family members of the California Horse Racing community. Our primary purpose is to assist men and women whose personal and professional lives, and those of their loved ones, are being affected adversely as a result of substance use disorder, mental illness, compulsive gambling and other issues creating crisis in their lives."
881567175,ZORYA FOUNDATION,"SUPPORT AND CREATE OPPORTUNITES FOR WOMEN IN HEALTHCARE BY FUNDING CHILDCARE, OTHER EXPENSES INCLUDING DEPENDANT CARE, MENTAL HEALTH CARE, MEDICAL CARE AND LIVING EXPENSES, AS WELL AS CAREER DEVELOPMENT OPPORTUNITIES"
136161730,GROUP FOUNDATION FOR ADVANCING,"THE GROUP FOUNDATION FOR ADVANCING MENTAL HEALTH IS A PHILANTROPHIC ORGANIZATION DEDICATED TO CHANGE LIVES THROUGH THERAPEUTIC GROUP WORK BY ADVANCING THE MOST EFFECTIVE AND INNOVATIVE APPROACHES TO GROUP THERAPY EDUCATION, TRAINING, RESEARCH AND COMMUNITY OUTREACH."
113338053,New Strides Inc,"NEW STRIDES, INC. IS AN AFFILIATE OF MERCY HAVEN, INC. MERCY HAVENS MISSION IS TO ACKNOWLEDGE THE DIGNITY AND POTENTIAL OF PEOPLE WHO ARE HOMELESS, LIVING WITH MENTAL ILLNESS OR LIVING IN POVERTY BY PROVIDING HOUSING, ADVOCACY, EDUCATION AND LIFE SKILLS DEVELOPMENT. FROM A HUMBLE BEGINNING IN BAY SHORE IN 1985, AS A PROVIDER OF HOUSING FOR PERSONS LIVING WITH MENTAL ILLNESS, OUR HOUSING PROGRAMS NOW INCLUDE THE ELDERLY, LIMITED INCOME FAMILIES AS WELL AS PERSONS WITH SPECIAL NEEDS. . MERCY HAVEN AND ITS AFFILIATE, NEW STRIDES, INC. HAVE GROWN THROUGHOUT THEIR 37 YEARS TO BECOME A MULTIFACETED COMMUNITY RESOURCE. OUR SUPPORT PROGRAMS INCLUDE FREE LEGAL ADVOCACY, EDUCATION AND EMPLOYMENT SKILLS TRAINING, COMMUNITY OUTREACH, STAFF ON CALL 24/7, AND A SOPHISTICATED PROPERTY MANAGEMENT DEPARTMENT. WE HAVE BROUGHT SERVICES TO BOTH NASSAU AND SUFFOLK COUNTIES IN NEW YORK AND ARE DEDICATED MEMBERS OF THE COMMUNITIES WE SERVE. WE ENVISION COMMUNITIES WHERE DIVERSITY AND INCLUSION ARE VALUED AND"
237161463,SEMCOA INC DBA SOUTHEAST MASSACHUSETTS,"SEMCOA'S MISSION IS TO ADVOCATE FOR AND PROVIDE SUPPORT TO INDIVIDUALS, FAMILIES, AND COMMUNITIES IN THE AREAS OF SUBSTANCE USE, MENTAL ILLNESS, DOMESTIC VIOLENCE, HOMELESSNESS, AND PARENTING."
471954864,HEALING HOOF STEPS CORPORATION,Equine assisted mental health counseling and therapeutic riding program
610712473,MENTAL HEALTH AMERICA OF NKY & SW OH,"PROMOTE MENTAL HEALTH AND WORK TO PREVENT MENTAL AND SUBSTANCE USE DISORDERS THROUGH EDUCATION, ADVOCACY, AND SERVICE."
471660459,ASCENT FOR LIFE INC,THE ORGANIZATION SERVES COMMUNITY MEMBERS WITH MENTAL HEALTH MAINTENANCE AND RECOVERY NEEDS. THROUGH COLLABORATION WITH MENTAL HEALTH PROFESSIONALS INDIVIDUALS RECEIVE COMPLIMENTARY MIND AND BODY MOVEMENT THERAPY.
111874531,SOUTHEAST NASSAU GUIDANCE CENTER INC,"TO PROVIDE OUT-PATIENT MENTAL HEALTH, DRUG AND ALCOHOL ABUSE CLINICS."
273175543,United Mission For Relief & Development,"PROVIDE HUMANITARIAN ASSISTANCE SUCH AS MEDICINES, HEALTHCARE, FOOD, WATER, AND HYGIENE SUPPLIES TO DISPLACED, DISADVANTAGED PERSONS, AND REFUGEES DUE TO DISASTERS AND WARS."
060662150,MITCHELL COLLEGE,"MITCHELL COLLEGE EDUCATES A DIVERSE STUDENT POPULATION, BRINGING FORWARD THE POTENTIAL OF EACH STUDENT WITH A HIGHLY INDIVIDUALIZED EDUCATIONAL APPROACH THAT REVEALS STUDENT STRENGTHS AND INSTILLS AN APPRECIATION AND EMPATHY TOWARDS OTHERS."
150543657,UPSTATE CEREBRAL PALSY INC,"AT UPSTATE CEREBRAL PALSY, INC., WE PROVIDE INNOVATIVE PROGRAMS AND SERVICES THAT SUPPORT PEOPLE AND CREATE OPPORTUNITIES TO FULFILL LIFE CHOICES ONE PERSON AT A TIME, THROUGH EVERYDAY MIRACLES. THE ORGANIZATION PROVIDES DIRECT CARE SERVICES AND PROGRAMS FOR INDIVIDUALS WHO ARE PHYSICALLY, DEVELOPMENTALLY OR MENTALLY CHALLENGED. SERVICES PROVIDED INCLUDE PRESCHOOL AND SCHOOL AGE EDUCATION, CLINICAL/MEDICAL DIAGNOSTIC AND TREATMENT, PRIMARY CARE, HOME AND COMMUNITY BASED WAIVER SERVICES, RESIDENCES, MENTAL HEALTH PROGRAMS, ADULT DAY TREATMENT, CRISIS CARE SERVICES, AND DAY CARE."
391018013,Mental Health of America Lakeshore Inc,"To promote good mental health, prevent mental disorders and substance use conditions, and achieve victory over mental illnesses and additictions through advocacy, education, research, and services."
410877940,WESTERN MENTAL HEALTH CENTER INC,"TO PROMOTE AND ADVANCE MENTAL HEALTH, TO TREAT PERSONS WITH MENTAL HEALTH OR RELATED NEEDS, AND TO PROVIDE COLLABORATIVE AND EDUCATIONAL SERVICES TO THE COMMUNITY."
371394041,APOSTOLIC CHRISTIAN COUNSELING AND FAMILY SERVICES,"TO NURTURE, THROUGH COUNSELING AND TEACHING, THE SPIRITUAL WELL-BEING OF INDIVIDUALS THROUGH GODS WORD AS IT RELATES TO THEIR EMOTIONAL, RELATIONAL, AND MENTAL HEALTH NEEDS"
133946529,RENAISSANCE ECONOMIC DEVELOPMENT,"RENAISSANCE ECONOMIC DEVELOPMENT CORPORATION PROVIDES DIRECT FINANCING AND TECHNICAL ASSISTANCE SERVICES THROUGHOUT NEW YORK CITY. RENAISSANCE FOCUSES ON LOW-INCOME, IMMIGRANT NEIGHBORHOODS WHERE THE BARRIERS OF LANGUAGE, CULTURE AND CONVENTIONAL LOAN UNDERWRITING HAVE STYMIED THE GROWTH OF SMALL BUSINESSES. UNDERPINNING ALL OF RENAISSANCE'S LENDING ACTIVITY IS A COMMITMENT TO INCREASE BUSINESS OPPORTUNITIES FOR LOW-INCOME, MINORITY, WOMEN, AND IMMIGRANT ENTREPRENEURS."
113028408,Lawrence Woodmere Academy,"Lawrence Woodmere Academy is a premier college preparatory school for students, families and educators who embrace a quality education and a commitment in an environment that values wisdom and nurtures personal, community and global responsibility."
520980905,SPANISH CATHOLIC CENTER INC,"THE SPANISH CATHOLIC CENTER, INC. IS A SOCIAL SERVICE AGENCY, WHICH PROVIDES ASSISTANCE TO THE LOCAL HISPANIC COMMUNITY BY OFFERING A VARIETY OF SERVICES INCLUDING CIVIC AND IMMIGRATION, MEDICAL AND DENTAL, SOCIAL EDUCATIONAL AND ECONOMIC."
823103233,VETERAN ADVOCACY PROJECT INC,"THE VETERAN ADVOCACY PROJECT (""VAP"") PROVIDES FREE LEGAL SERVICES TO LOW- INCOME VETERANS AND THEIR FAMILIES, WITH A FOCUS ON THOSE LIVING WITH POST-TRAUMATIC STRESS, BRAIN INJURY, SUBSTANCE DEPENDENCY, AND OTHER MENTAL HEALTH CONDITIONS."
844331657,ROMERO ACADEMY,"ROMERO ACADEMY PARTNERS WITH FAMILIES TO FORM FUTURE SAINTS BY DEVELOPING THE INTELLECT, FORMING THE CHARACTER, AND ENGAGING THE FAITH OF EACH STUDENTS. ROMERO ACADEMY STUDENTS WILL DEVELOP THE VIRTUE, KNOWLEDGE, AND ACADEMIC SKILLS NECESSARY TO THRIVE IN A SELECTIVE COLLEGE PREPARATORY HIGH SCHOOL, COLLEGE, AND BEYOND."
874230730,YESHUAS CHAIM INC,"PROMOTING TORAH LEARNING IN ISRAEL; PROMOTING AWARENESS OF TODAYS MENTAL HEALTH CHALLENGES AND TO PROVIDE FINANCIAL ASSISTANCE TO INDIVIDUALS AND FAMILIES SUFFERING FROM MENTAL AND EMOTIONAL HEALTH ISSUES. THE ORGANIZATION WILL ALSO PROVIDE GRANTS TO OTHER CHARITABLE, EDUCATIONAL AND RELIGIOUS ORGANIZATION THAT WORK TO PROMOTE THESE PURPOSES."
263018654,PSYCHOLOGICAL CLINICAL SCIENCE,"THE PSYCHOLOGICAL CLINICAL SCIENCE ACCREDITATION SYSTEM (PCSAS) IS AN INDEPENDENT, NONPROFIT ORGANIZATION WHOSE AIM IS TO PROVIDE RIGOROUS, OBJECTIVE, AND EMPIRICALLY BASED ACCREDITATION OF PH.D. PROGRAMS IN CLINICAL PSYCHOLOGY THAT ADHERE TO A CLINICAL SCIENCE TRAINING MODEL -- ONE THAT INCREASES THE QUALITY AND QUANTITY OF CLINICAL SCIENTISTS CONTRIBUTING TO ALL ASPECTS OF PUBLIC HEALTH AND EXTENDS THE SCIENCE BASE FOR MENTAL HEALTH CARE."
400002663,DEKALB PATH ACADEMY INC,"TO CONTINUE TO PROVIDE 5TH-8TH GRADE IMMIGRANT,REFUGEE AND LOCAL STUDENTS WITH SAFE AND NUTURING LEARNING ENVIRONMENT IN WHICH THEY CAN DEVELOP THE KNOWLEDGE,SKILLS AND CHARACTER NEEDED TO SUCCEED IN TOP QUALITY HIGH SCHOOLS,COLLEGES AND COMPETITIVE WORLD BEYOND."
931222522,FOLK-TIME INC,CONNECTING PEOPLE WHO SHARE THE EXPERIENCE OF LIVING WITH MENTAL ILLNESS THROUGH PEER SUPPORT AND COMMUNITY BASED ACTIVITIES.
510204523,RAPE & SUICIDE CRISIS OF SOUTHEAST,"PROVIDE INFORMATION AND ASSISTANCE TO INDIVIDUALS OF SEXUAL ASSAULT, GENERAL CRISIS AND SUICIDE PREVENTION/AWARENESS. SERVICES INCLUDE: 24-HOUR HOTLING, AWARENESS/EDUCATION, VICTIM ASSISTANCE/CRISIS INTERVENTION."
883427639,STEPHEN GUY DEFORGE FOUNDATION INC,TO HELP DESERVING YOUNG MEN AND WOMEN WHO WORKED AT GOLF COURSES OBTAIN A COLLEGE EDUCATION.
473963187,HEALING PAWS FOR WARRIORS INC,"HEALING PAWS FOR WARRIORS IS A LOCAL VETERAN FOUND / VETERAN LED 501(C)(3) THAT PROVIDES RESCUE TO TRAINED SERVICE DOGS TO VETERANS FACED WITH POST TRAUMATIC STRESS DISORDER (PTSD), TRAUMATIC BRAIN INJURY (TBI) AND/OR MILITARY SEXUAL TRAUMA (MST) AT ""NO COST"" TO THE VETERAN WITH CONTINUED SUPPORT; REDUCING THE STATISTIC OF VETERAN SUICIDE. A RESILIENT PROGRAM THAT REPRESENTS VETERANS HELPING VETERANS FROM PERSONAL EXPERIENCE AND TRAINED SERVICE DOGS."
205890842,ROSEWOOD APARTMENTS INC,"TO PROVIDE AND MAINTAIN 6 AFFORDABLE HOMES, IN A GROUP HOME SETTING, FOR ADULTS EXPERIENCING CHRONIC MENTAL ILLNESS."
311814068,The Group of Delaware County dba,Provides emotional and mental health support services.
260445214,Manna Scholarship Fund Inc,"To provide treatment scholarships to individuals at four levels of care: Residential, Partial Hospitalization, Intensive Outpatient, and Outpatient. These scholarships encompass issues related to eating disorders, trauma/Post Traumatic Stress Disorder, and many other mental health issues anxiety, depression, loss, etc."
262219848,THE COMMITTEE FOR THE BUFFALO,"THE BUFFALO RELIGIOUS ART CENTER (BRAC) HAS A THREEFOLD PURPOSE: BRAC WAS ESTABLISHED TO PRESERVE THIS ARCHITECTURALLY SIGNIFICANT BUILDING THAT IS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES. SECONDLY BRAC DISPAYS ART FROM THE CLOSED CHURCHES OF BUFFALO AND THIRDLY STANDS AS A TESTIMONIAL TO THE PEOPLE WHO CREATED THIS ART. THE STAINED GLASS WINDOWS, STATUARY AND ARTWORK THAT WE HAVE COLLECTED PROVIDE A UNIQUE INSIGHT INTO BUFFALO'S CULTURE AS WELL AS ARTISTIC HISTORY. THESE ARTIFACTS REVEAL THE ETHNIC STYLE OF THE THOUSANDS OF EUROPEAN IMMIGRANTS WHO CAME TO BUFFALO OVER THE PAST CENTURIES. DESPITE THEIR POVERTY, THEY WERE ABLE TO GIFT US WITH AN AMAZING DIVERSITY OF RELIGIOUS DECORATIVE STYLES."
561593105,EL ROPHE CENTER INC,TO MAKE AVAILABLE PSYCHOLOGICAL COUNSELING FOR THE COMMUNITY OF WAXHAW AND THE SURROUNDING AREAS.
990236204,PACIFIC GATEWAY CENTER,"THE PACIFIC GATEWAY CENTER IS A PRIVATE, NONPROFIT ORGANIZATION INCORPORATED IN THE STATE OF HAWAII PRIMARILY ORGANIZED TO EMPOWER IMMIGRANTS, REFUGEES, AND LOW-INCOME RESIDENTS IN BUILDING SKILLS THAT LEAD TO SELF SUFFICIENCY WHILE RESPECTING THE INTEGRITY OF DIVERSE CULTURAL HERITAGES."
208139136,BALTIMORE CARES INC,"The exempt purpose of Baltimore Cares, Inc. is provided mental health care for underserved population in Baltimore City. The organization caters to approximately 450 patients with a range of mental issues with the goal of rehabilitation to become productive members of community."
844939757,JUSTICE AND MERCY LEGAL AID CENTER,"TO PROVIDE FULL CIVIL LEGAL REPRESENTATION, LEGAL CONSULTATIONS, ADVOCACY AND LEGAL WORKSHOPS THAT HELP SURVIVORS, IMMIGRANTS AND OTHER CLIENTS SEEKING JUSTICE IN THE GREATER METRO AREA."
462686347,Baton Rouge University Preparatory,"Baton Rouge University Preparatory Elementary prepares students in kindergarten through grade five to succeed in middle school, high school, and college."
460309601,LEWIS AND CLARK BEHAVIORAL,TO PROVIDE A BROAD SPECTRUM OF MENTAL HEALTH SERVICES TO RESIDENTS OF SOUTH DAKOTA
271354334,BREWCITY BRUISERS INC,"THE BREWCITY BRUISERS IS AN ATHLETIC ORGANIZATION OF WOMEN AND VOLUNTEERS THAT FOSTERS STRONG WOMEN AND ACTIVE ENGAGEMENT WITH THEIR COMMUNITY. OUR MISSION IS TO DELIVER A QUALITY WOMEN'S SPORT TO MILWAUKEE AND THE GREATER DERBY COMMUNITY. THE BREWCITY BRUISERS OFFER OPPORTUNITIES FOR POSITIVE CHANGE IN WOMEN'S PHYSICAL, SOCIAL AND MENTAL HEALTH. THE BREWCITY BRUISERS PHYSICALLY AND FINANCIALLY SUPPORT THE GREATER MILWAUKEE COMMUNITY."
370737477,ADAMS COUNTY MENTAL HEALTH AND,"THE ADAMS COUNTY MENTAL HEALTH AND RETARDATION ASSN. (THE ASSOCIATION) IS A CHARITABLE, NOT-FOR-PROFIT CORPORATION LOCATED IN QUINCY, IL. THE ASSOCIATION OWNS REAL ESTATE AND PROPERTY THAT IS UTILIZED TO PROVIDE MENTAL HEALTH, EDUCATIONAL, AND REHABILITATION PROGRAMS. THE ASSOCIATION OWNS THE PROPERTIES THAT ARE USED IN THE PROVISION OF SERVICES TO CHILDREN AND ADULTS WHO HAVE AN EMOTIONAL ADJUSTMENT PROBLEM, A SERIOUS MENTAL ILLNESS, AND/OR A DEVELOPMENTAL DELAY/DISABILITY. IN ADDITION, THE ASSOCIATION OWNS A GROUP HOME AND A SUPPORTED APARTMENT COMPLEX THAT PROVIDES SAFE AND AFFORDABLE HOUSING FOR ADULTS WHO HAVE A DISABILITY. CAMP SACAJAWEA, A 77-ACRE OUTDOOR RECREATIONAL AREA NEAR QUINCY, IS ALSO OWNED BY THE ASSOCIATION. CAMP SACAJAWEA IS A BEAUTIFUL TIMBER THAT PROVIDES OUTDOOR RECREATIONAL OPPORTUNITIES FOR PEOPLE OF ALL ABILITIES. THE CAMP IS OPEN TO THE PUBLIC DURING THE MONTHS OF APRIL - OCTOBER. WITH ALMOST 2 MILES OF HANDICAPPED ACCESSIBLE TRAILS, A HANDICAPPED ACCESSIBLE F"
831699702,WE ALL RISE AFRICAN AMERICAN RESOURCE,"THE MISSION OF WE ALL RISE CALLS FOR THE COLLECTIVE LIBERATION OF AFRICAN AMERICANS NAVIGATING AT THE MARGINS OF SOCIETY. THIS HOLISTIC APPROACH INSPIRES A VILLAGE MENTALITY THAT INCLUDES THE FOLLOWING SUPPORT: VICTIM HEALTH SERVICES, MENTAL HEALTH SERVICE, SKILL BUILDING AND MENTORSHIP, HOUSING, EDUCATION SERVICES, EMPLOYMENT, TRANSPORTATION, FAMILY SUPPORT, COMMUNITY CONNECTEDNESS, EMOTIONAL HEALTH AND LEGAL ASSISTANCE."
222811724,FUTURUS FOUNDATION INC,"TO PROMOTE THE HEALTH AND WELFARE OF INDIVIDUALS WHO HAVE A MENTAL ILLNESS BY THE ACQUISITION AND MAINTENANCE OF REAL PROPERTY AND THE LEASE THEREOF TO TRANSITIONAL SERVICES INC., A RELATED CHARITABLE ORGANIZATION WHICH OPERATES SHELTERED LIVING PROGRAMS FOR INDIVIDUALS WITH A MENTAL ILLNESS."
480918698,SUNFLOWER HOUSE INC,"TO PROTECT CHILDREN IN OUR COMMUNITY FROM PHYSICAL AND SEXUAL ABUSE THROUGH EDUCATION, ADVOCACY, FORENSIC , MEDICAL AND MENTAL HEALTH SERVICES."
650307706,CHRISTIAN FRIENDS OF ISRAEL,OUTREACH TO ISRAELI IMMIGRANTS
200524037,Horizon Science Academy Toledo,"Horizon Science Academy Toledo is a public charter school that serving grades K through 12 for children in Toledo, OH. The school is a college prep school focusing on math, science and technology education."
371606001,FRESH HOPE INC,PROVIDE MENTAL HEALTH SUPPORT GROUPS
222645978,WEST CENTRAL SERVICES INC,"WEST CENTRAL BEHAVIORAL HEALTH'S MISSION IS TO PROMOTE THE HEALTH AND QUALITY OF LIFE OF INDIVIDUALS, FAMILIES AND COMMUNITIES BY PROVIDING TREATMENT FOR MENTAL ILLNESS AND SUBSTANCE USE DISORDERS, WHILE HELPING TO REDUCE THE STIGMA ASSOCIATED WITH THESE CHALLENGING CONDITIONS."
475432756,CONTENTMENT FOUNDATION,"The Contentment Foundation offers mental health and wellbeing programming for schools, families, and organizations around the world. We provide digital technologies and programs for children from Pre-K through High School, and professional development training for all stakeholders. In the school ecosystem our evidence-based approach to wellbeing also extends into the home, where we offer dedicated support to promote family wellbeing. We track and measure the impact of our work in every school that uses our program, and we publish scientific studies on the science of wellbeing in schools."
640503063,PIKE SCHOOL CORPORATION INC,"PARKLANE ACADEMY, A PARENT-GOVERNED, COLLEGE PREPERATORY SCHOOL, EXISTS TO CHALLENGE YOUNG CHRISTIAN MEN AND WOMEN TO LOVE OTHERS AS THEMSELVES AND TO GROW IN KNOWLEDGE AND SKILL IN ORDER THAT THEY MAY SERVE OTHERS THROUGH THEIR CHARACTER AND LEADERSHIP."
860478757,NORTHLAND PIONEER COLLEGE FRIENDS AND FAMILY INC,"Northland Pioneer College Friends and Family, Incs mission is to support the success of Northland Pioneer college students, which improve the quality of life in our communities."
237061218,APT Foundation Inc,TO PROMOTE HEALTH AND RECOVERY FOR THOSE WHO LIVE WITH SUBSTANCE USE DISORDERS AND/OR MENTAL ILLNESS.
941489356,CONARD HOUSE INC,"THE ORGANIZATION'S MISSION IS TO PROVIDE SUPPORTIVE SERVICES TO ECONOMICALLY, SOCIALLY, OR OTHERWISE DISADVANTAGED ADULTS WITH MENTAL ILLNESS LIVING IN SAN FRANCISCO. THE SERVICES INCLUDE MENTAL HEALTH COUNSELING SERVICES AND SOCIAL REHABILITATION, SUPPORTIVE HOUSING, CASE MANAGEMENT, MONEY MANAGEMENT, AND SUPPORTIVE EMPLOYMENT, JOB PLACEMENT AND JOB RETENTION SERVICES."
464340594,BRAVEN INC,"BRAVEN'S MISSION IS TO EMPOWER FIRST-GENERATION COLLEGE STUDENTS, STUDENTS OF COLOR, AND THOSE FROM LOW-INCOME BACKGROUNDS BY EQUIPPING THEM WITH SKILLS, NETWORKS, EXPERIENCES, AND CONFIDENCE TO SECURE STRONG FIRST JOBS."
420942273,EYERLY-BALL COMMUNITY MENTAL HEALTH,INNOVATIVE SOLUTIONS FOR TODAY'S MENTAL HEALTH CHALLENGES.
314412697,MENTAL HEALTH AMERICA OF OHIO INC,"WE TRANSFORM HOW PEOPLE THINK ABOUT MENTAL ILLNESS, MAKE IT EASIER TO GET HELP, AND GIVE PEOPLE THE SUPPORT THEY NEED TO GET BETTER AND STAY BETTER."
581089989,ATHENS CHRISTIAN SCHOOL INC,"ACS IS A NON-DEMONIATIONAL COLLEGE PREPARATORY EDUCATIONAL INSTITUTIO FOUNDED TO WORK HAND IN HAND WITH THE FAMILY IN CONNECTION WITH THE MENTAL, PHYSICAL, SOCIAL, AND SPIRITUAL DEVELOPMENT OF THEIR CHILDREN. THE OBJECTIVE OF ACS IS TO EQUIP EACH STUDENT WITH A CHRISIAN WORLD-VIEW; THE FINES ACADMIC TRAINING AVAILABLE, AND THE SCRIPTURAL CHARACTER TRAITS NECESSARY FOR EACH STUDENT TO REACH HIS OR HER MAXIMUN POTENTIAL IN LIFE, FOR THE GLORY OF GOD."
222921497,ARTREACH INC,"ARTREACH, A MENTAL HEALTH AND ARTS AGENCY, PROVIDES CREATIVE AND PERFORMING ARTS AND RECREATIONAL OPPORTUNITIES TO SUPPORT SUSTAINABLE MENTAL HEALTH RECOVERY. ARTREACH'S MEMBERS SERVE AS MENTAL HEALTH AMBASSADORS AND MODEL CITIZENS, AND THROUGH THEIR ORIGINALLY WRITTEN SOCIAL JUSTICE THEATER ON MENTAL HEALTH AN OTHER RELEVANT SOCIAL TOPICS, THEY ENTERTAIN AND EDUCATE TO BUILD GOODWILL AND REDUCE STIGMA ABOUT MENTAL ILLNESS. ARTREACH'S COMMUNITY OF PRACTICE ENHANCES THE QUALITY OF OUR MEMBERS' LIVES."
